,,,,,,,,,Total area (m^2),12000,,Avg,kW,,,
20160913:2256,0,0,0,19.49,2.46,0,,,,,,,,,,
20160913:2356,0,0,0,19.17,2.53,0,,,,,,,,,,
20160914:0056,0,0,0,18.85,2.61,0,,,,,,,,,,
20160914:0156,0,0,0,18.46,2.86,0,,,,,,,,,,
20160914:0256,0,0,0,18.08,3.12,0,,,,,,,,,,
20160914:0356,0,0,0,17.69,3.38,0,,,,,,,,,,
20160914:0456,0,0,0,17.6,3.49,0,,,,,,,,,,
20160914:0556,8.23,14.814,2.03,17.5,3.6,0,,,,,,,,,,
20160914:0656,189.43,340.974,11.28,17.41,3.71,0,,,,,,,,,,
20160914:0756,419.44,754.992,20.22,18.88,3.75,0,,,,,,,,,,
20160914:0856,633.58,1140.444,28.39,20.35,3.78,0,,,,,,,,,,
20160914:0956,802.63,1444.734,35.19,21.81,3.82,0,,,,,,,,,,
20160914:1056,902.11,1623.798,39.86,22.68,3.67,0,,,,,,,,,,
20160914:1156,933.53,1680.354,41.7,23.55,3.53,0,,,,,,,,,,
20160914:1256,888.65,1599.57,40.35,24.42,3.38,0,,,,,,,,,,
20160914:1356,776.54,1397.772,36.07,24.64,3.45,0,,,,,,,,,,
20160914:1456,600.48,1080.864,29.56,24.87,3.52,0,,,,,,,,,,
20160914:1556,333.26,599.868,21.56,25.09,3.59,0,,,,,,,,,,
20160914:1656,168.91,304.038,12.7,23.83,3.02,0,,,,,,,,,,
20160914:1756,15.08,27.144,3.47,22.56,2.46,0,,,,,,,,,,
20160914:1856,0,0,0,21.3,1.89,0,,,,,,,,,,
20160914:1956,0,0,0,19.78,2.08,0,,,,,,,,,,
20160914:2056,0,0,0,18.27,2.28,0,,,,,,,,,,
20160914:2156,0,0,0,16.75,2.47,0,,,,,,,,,,
20160914:2256,0,0,0,16.18,2.28,0,,,,,,,,,,
20160914:2356,0,0,0,15.61,2.09,0,,,,,,,,,,
20160915:0056,0,0,0,15.05,1.9,0,,,,,,,,,,
20160915:0156,0,0,0,14.89,1.93,0,,,,,,,,,,
20160915:0256,0,0,0,14.74,1.95,0,,,,,,,,,,
20160915:0356,0,0,0,14.58,1.97,0,,,,,,,,,,
20160915:0456,0,0,0,14.7,2.29,0,,,,,,,,,,
20160915:0556,6.44,11.592,1.78,14.82,2.6,0,,,,,,,,,,
20160915:0656,101.89,183.402,11.03,14.94,2.91,0,,,,,,,,,,
20160915:0756,183.37,330.066,19.96,16.67,3.21,0,,,,,,,,,,
20160915:0856,235.43,423.774,28.11,18.4,3.51,0,,,,,,,,,,
20160915:0956,486.85,876.33,34.87,20.13,3.81,0,,,,,,,,,,
20160915:1056,917.55,1651.59,39.51,21.4,3.77,0,,,,,,,,,,
20160915:1156,948.96,1708.128,41.32,22.66,3.74,0,,,,,,,,,,
20160915:1256,902.84,1625.112,39.95,23.92,3.71,0,,,,,,,,,,
20160915:1356,554.28,997.704,35.68,24.33,3.27,0,,,,,,,,,,
20160915:1456,602.83,1085.094,29.18,24.74,2.84,0,,,,,,,,,,
20160915:1556,386.13,695.034,21.19,25.15,2.4,0,,,,,,,,,,
20160915:1656,88.07,158.526,12.34,23.91,1.69,0,,,,,,,,,,
20160915:1756,0,0,0,22.68,0.97,0,,,,,,,,,,
20160915:1856,0,0,0,21.44,0.26,0,,,,,,,,,,
20160915:1956,0,0,0,20.22,0.63,0,,,,,,,,,,
20160915:2056,0,0,0,19.01,1,0,,,,,,,,,,
20160915:2156,0,0,0,17.79,1.37,0,,,,,,,,,,
20160915:2256,0,0,0,17.48,1.64,0,,,,,,,,,,
20160915:2356,0,0,0,17.17,1.92,0,,,,,,,,,,
20160916:0056,0,0,0,16.86,2.19,0,,,,,,,,,,
20160916:0156,0,0,0,16.55,2.74,0,,,,,,,,,,
20160916:0256,0,0,0,16.25,3.28,0,,,,,,,,,,
20160916:0356,0,0,0,15.95,3.82,0,,,,,,,,,,
20160916:0456,0,0,0,15.5,4.74,0,,,,,,,,,,
20160916:0556,3.68,6.624,1.54,15.05,5.65,0,,,,,,,,,,
