,,,,,,,,,Total area (m^2),12000,,Avg,kW,,,
20161010:1656,17.96,32.328,3.36,10.27,3.79,0,,,,,,,,,,
20161010:1756,0,0,0,9.23,3.31,0,,,,,,,,,,
20161010:1856,0,0,0,8.19,2.84,0,,,,,,,,,,
20161010:1956,0,0,0,7.59,2.97,0,,,,,,,,,,
20161010:2056,0,0,0,7,3.11,0,,,,,,,,,,
20161010:2156,0,0,0,6.41,3.24,0,,,,,,,,,,
20161010:2256,0,0,0,6.42,3.23,0,,,,,,,,,,
20161010:2356,0,0,0,6.44,3.21,0,,,,,,,,,,
20161011:0056,0,0,0,6.45,3.2,0,,,,,,,,,,
20161011:0156,0,0,0,6.69,3.36,0,,,,,,,,,,
20161011:0256,0,0,0,6.92,3.51,0,,,,,,,,,,
20161011:0356,0,0,0,7.16,3.67,0,,,,,,,,,,
20161011:0456,0,0,0,7.06,3.51,0,,,,,,,,,,
20161011:0556,0,0,0,6.96,3.35,0,,,,,,,,,,
20161011:0656,76.01,136.818,4.31,6.85,3.19,0,,,,,,,,,,
20161011:0756,334.05,601.29,12.83,7.69,3.6,0,,,,,,,,,,
20161011:0856,562.52,1012.536,20.33,8.52,4,0,,,,,,,,,,
20161011:0956,736.78,1326.204,26.27,9.36,4.41,0,,,,,,,,,,
20161011:1056,834.28,1501.704,30.07,10.47,4.5,0,,,,,,,,,,
20161011:1156,857.4,1543.32,31.26,11.57,4.59,0,,,,,,,,,,
20161011:1256,337.9,608.22,29.67,12.68,4.68,0,,,,,,,,,,
20161011:1356,578.22,1040.796,25.52,12.79,4.4,0,,,,,,,,,,
20161011:1456,471.84,849.312,19.32,12.9,4.13,0,,,,,,,,,,
20161011:1556,244.09,439.362,11.65,13.01,3.86,0,,,,,,,,,,
20161011:1656,28,50.4,3.02,11.77,3.34,0,,,,,,,,,,
20161011:1756,0,0,0,10.52,2.81,0,,,,,,,,,,
20161011:1856,0,0,0,9.28,2.29,0,,,,,,,,,,
20161011:1956,0,0,0,8.92,2.49,0,,,,,,,,,,
20161011:2056,0,0,0,8.56,2.69,0,,,,,,,,,,
20161011:2156,0,0,0,8.2,2.88,0,,,,,,,,,,
20161011:2256,0,0,0,8.21,2.97,0,,,,,,,,,,
20161011:2356,0,0,0,8.22,3.05,0,,,,,,,,,,
20161012:0056,0,0,0,8.23,3.13,0,,,,,,,,,,
20161012:0156,0,0,0,8.23,3.29,0,,,,,,,,,,
20161012:0256,0,0,0,8.23,3.44,0,,,,,,,,,,
20161012:0356,0,0,0,8.23,3.6,0,,,,,,,,,,
20161012:0456,0,0,0,8.43,3.72,0,,,,,,,,,,
20161012:0556,0,0,0,8.63,3.85,0,,,,,,,,,,
20161012:0656,28.29,50.922,4.05,8.83,3.97,0,,,,,,,,,,
20161012:0756,100.15,180.27,12.55,9.27,4.76,0,,,,,,,,,,
20161012:0856,149.52,269.136,20.02,9.7,5.55,0,,,,,,,,,,
20161012:0956,423.04,761.472,25.93,10.13,6.34,0,,,,,,,,,,
20161012:1056,177.38,319.284,29.71,10.82,6.61,0,,,,,,,,,,
20161012:1156,58.35,105.03,30.88,11.5,6.87,0,,,,,,,,,,
20161012:1256,217.81,392.058,29.29,12.19,7.13,0,,,,,,,,,,
20161012:1356,401.5,722.7,25.15,12.46,6.8,0,,,,,,,,,,
20161012:1456,87.06,156.708,18.96,12.74,6.48,0,,,,,,,,,,
20161012:1556,236.74,426.132,11.3,13.02,6.15,0,,,,,,,,,,
20161012:1656,16.04,28.872,2.68,12.02,5.83,0,,,,,,,,,,
20161012:1756,0,0,0,11.01,5.51,0,,,,,,,,,,
20161012:1856,0,0,0,10.01,5.19,0,,,,,,,,,,
20161012:1956,0,0,0,9.59,5.3,0,,,,,,,,,,
20161012:2056,0,0,0,9.18,5.42,0,,,,,,,,,,
20161012:2156,0,0,0,8.77,5.53,0,,,,,,,,,,
20161012:2256,0,0,0,8.76,5.48,0,,,,,,,,,,
20161012:2356,0,0,0,8.76,5.43,0,,,,,,,,,,
20161013:0056,0,0,0,8.75,5.38,0,,,,,,,,,,
20161013:0156,0,0,0,8.62,5.32,0,,,,,,,,,,
20161013:0256,0,0,0,8.5,5.26,0,,,,,,,,,,
20161013:0356,0,0,0,8.37,5.2,0,,,,,,,,,,
20161013:0456,0,0,0,8.19,5.32,0,,,,,,,,,,
20161013:0556,0,0,0,8.01,5.45,0,,,,,,,,,,
20161013:0656,63.19,113.742,3.78,7.83,5.57,0,,,,,,,,,,
20161013:0756,65.88,118.584,12.26,8.14,5.97,0,,,,,,,,,,
20161013:0856,131.91,237.438,19.71,8.45,6.37,0,,,,,,,,,,
20161013:0956,259.63,467.334,25.59,8.76,6.77,0,,,,,,,,,,
20161013:1056,296.46,533.628,29.35,9.58,6.77,0,,,,,,,,,,
20161013:1156,271.52,488.736,30.51,10.4,6.76,0,,,,,,,,,,
20161013:1256,567.03,1020.654,28.91,11.22,6.76,0,,,,,,,,,,
20161013:1356,208.81,375.858,24.78,11,6.57,0,,,,,,,,,,
20161013:1456,65.08,117.144,18.6,10.78,6.38,0,,,,,,,,,,
20161013:1556,133.13,239.634,10.96,10.56,6.19,0,,,,,,,,,,
20161013:1656,17.04,30.672,2.35,9.97,5.44,0,,,,,,,,,,
20161013:1756,0,0,0,9.39,4.69,0,,,,,,,,,,
20161013:1856,0,0,0,8.8,3.94,0,,,,,,,,,,
20161013:1956,0,0,0,8.6,3.82,0,,,,,,,,,,
20161013:2056,0,0,0,8.4,3.69,0,,,,,,,,,,
20161013:2156,0,0,0,8.21,3.56,0,,,,,,,,,,
20161013:2256,0,0,0,8.07,3.32,0,,,,,,,,,,
20161013:2356,0,0,0,7.92,3.08,0,,,,,,,,,,
20161014:0056,0,0,0,7.78,2.84,0,,,,,,,,,,
20161014:0156,0,0,0,7.43,2.82,0,,,,,,,,,,
20161014:0256,0,0,0,7.07,2.8,0,,,,,,,,,,
20161014:0356,0,0,0,6.72,2.79,0,,,,,,,,,,
20161014:0456,0,0,0,6.5,2.76,0,,,,,,,,,,
20161014:0556,0,0,0,6.28,2.74,0,,,,,,,,,,
20161014:0656,27.04,48.672,3.51,6.06,2.72,0,,,,,,,,,,
20161014:0756,157.26,283.068,11.98,7.08,3.33,0,,,,,,,,,,
20161014:0856,247.71,445.878,19.4,8.09,3.95,0,,,,,,,,,,
20161014:0956,177.26,319.068,25.26,9.1,4.57,0,,,,,,,,,,
20161014:1056,318.69,573.642,28.99,10.06,4.59,0,,,,,,,,,,
20161014:1156,140.23,252.414,30.13,11.02,4.62,0,,,,,,,,,,
20161014:1256,256.86,462.348,28.53,11.99,4.65,0,,,,,,,,,,
20161014:1356,143.37,258.066,24.41,12.3,4.58,0,,,,,,,,,,
20161014:1456,108.11,194.598,18.25,12.61,4.52,0,,,,,,,,,,
20161014:1556,185.83,334.494,10.61,12.92,4.46,0,,,,,,,,,,
20161014:1656,5.91,10.638,2.02,12.01,4.02,0,,,,,,,,,,
20161014:1756,0,0,0,11.1,3.59,0,,,,,,,,,,
